"candidate_id","location_city","city_dev_score","sex","prior_experience","university_enrollment","academic_qualification","field_of_study","work_experience_years","employer_size","employer_type","time_since_last_job_change","hours_of_training","target"
9256,"city_173",0.878,"","Has relevent experience","no_enrollment","Graduate","STEM","17","Oct-49","Pvt Ltd",">4",43,"0"
7288,"city_67",0.855,"Male","No relevent experience","Full time course","High School","","8","100-500","Pvt Ltd","1",34,"0"
1490,"city_104",0.924,"","No relevent experience","no_enrollment","High School","","5","","","never",24,"0"
23206,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","20","5000-9999","Pvt Ltd",">4",11,"0"
6773,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","100-500","NGO",">4",13,"1"
10869,"city_65",0.802,"","Has relevent experience","no_enrollment","High School","","3","<10","Pvt Ltd","2",64,"0"
19520,"city_145",0.555,"","Has relevent experience","Full time course","Graduate","STEM","2","","","1",7,"1"
26072,"city_114",0.926,"Male","Has relevent experience","no_enrollment","High School","","11","1000-4999","Pvt Ltd","1",14,"0"
8475,"city_19",0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","never",66,"0"
27037,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","50-99","Funded Startup","2",19,"0"
29669,"city_103",0.92,"Male","Has relevent experience","no_enrollment","High School","","19","","","4",29,"0"
21837,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","9","Oct-49","Funded Startup",">4",39,"1"
24367,"city_136",0.897,"","Has relevent experience","no_enrollment","Masters","Arts","16","50-99","Pvt Ltd",">4",46,"0"
775,"city_16",0.91,"Male","No relevent experience","Full time course","High School","","9","","","never",12,"0"
28568,"city_136",0.897,"Male","Has relevent experience","Full time course","Graduate","Humanities","2","","","never",40,"0"
4787,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","",">4",55,"1"
27897,"city_83",0.923,"Male","No relevent experience","no_enrollment","High School","","1","Oct-49","Pvt Ltd","1",114,"0"
6942,"city_104",0.924,"Male","No relevent experience","Full time course","Graduate","STEM","5","","","",11,"1"
29509,"city_73",0.754,"Male","No relevent experience","Full time course","High School","","3","","","never",65,"0"
21605,"city_21",0.624,"","No relevent experience","no_enrollment","Graduate","STEM","4","10000+","","never",140,"1"
24893,"city_89",0.925,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","Oct-49","Funded Startup","2",42,"1"
7888,"city_100",0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","","","1",15,"1"
18817,"city_11",0.55,"Male","No relevent experience","no_enrollment","Graduate","STEM","3","50-99","Early Stage Startup","1",80,"0"
15246,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","100-500","Pvt Ltd",">4",77,"0"
17182,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","No Major",">20","1000-4999","Pvt Ltd",">4",44,"0"
21322,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","<1","100-500","NGO","1",15,"1"
14780,"city_40",0.776,"","No relevent experience","no_enrollment","Masters","STEM","16","50-99","Pvt Ltd","never",59,"0"
9486,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Arts","4","1000-4999","Pvt Ltd","1",52,"0"
10411,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","2",41,"0"
19700,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","100-500","","1",72,"0"
29136,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","9","500-999","","1",5,"1"
21473,"city_104",0.924,"Male","Has relevent experience","Full time course","Graduate","STEM","15","<10","Pvt Ltd","1",322,"0"
29786,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","Humanities","1","Oct-49","Funded Startup","1",78,"0"
9120,"city_21",0.624,"Male","No relevent experience","Full time course","Graduate","STEM","2","","","never",31,"0"
3433,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","50-99","","1",23,"0"
4583,"city_50",0.896,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","100-500","Pvt Ltd","4",7,"0"
30593,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",">20","","","1",182,"1"
19957,"city_173",0.878,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","1",68,"0"
3757,"city_16",0.91,"Male","No relevent experience","no_enrollment","Primary School","","1","","","never",10,"0"
24220,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","500-999","Pvt Ltd",">4",56,"0"
24598,"city_7",0.647,"","Has relevent experience","no_enrollment","Graduate","STEM","12","","","3",133,"0"
9476,"city_114",0.926,"Female","No relevent experience","Full time course","Graduate","STEM","2","","","2",125,"0"
3099,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Masters","STEM","18","10000+","Pvt Ltd",">4",14,"0"
11903,"city_65",0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd",">4",35,"0"
6582,"city_114",0.926,"","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","2",47,"0"
16155,"city_173",0.878,"Male","No relevent experience","no_enrollment","Graduate","STEM","11","<10","Early Stage Startup","1",65,"0"
6637,"city_127",0.745,"","No relevent experience","Part time course","Masters","Business Degree","5","5000-9999","Pvt Ltd",">4",9,"0"
2241,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","18","10000+","Pvt Ltd","never",56,"0"
19841,"city_114",0.926,"","Has relevent experience","Part time course","High School","","8","1000-4999","Pvt Ltd","1",102,"0"
4481,"city_21",0.624,"","No relevent experience","Full time course","Masters","STEM","3","<10","Funded Startup","1",7,"0"
22970,"city_103",0.92,"","No relevent experience","Full time course","Graduate","STEM","2","50-99","Funded Startup","1",9,"0"
3556,"city_65",0.802,"Male","No relevent experience","no_enrollment","Phd","STEM","18","100-500","Public Sector",">4",52,"0"
23006,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd","4",51,"0"
5471,"city_103",0.92,"","No relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",25,"1"
20962,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","","4",21,"1"
15046,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","20","50-99","Pvt Ltd","1",66,"0"
22631,"city_114",0.926,"","No relevent experience","Full time course","Graduate","STEM","5","","","1",94,"1"
30881,"city_114",0.926,"Male","No relevent experience","no_enrollment","Masters","Humanities","8","<10","Early Stage Startup","1",133,"0"
1976,"city_11",0.55,"","Has relevent experience","no_enrollment","Graduate","STEM","8","Oct-49","Other","1",37,"1"
19063,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","100-500","Pvt Ltd","1",76,"1"
11241,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","3",9,"0"
16253,"city_160",0.92,"","No relevent experience","no_enrollment","Graduate","STEM","10","100-500","Pvt Ltd",">4",57,"0"
2581,"city_114",0.926,"Female","Has relevent experience","no_enrollment","Graduate","STEM","15","<10","Pvt Ltd","1",12,"0"
24922,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","<10","Early Stage Startup","1",45,"0"
14549,"city_65",0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","<10","Funded Startup","2",11,"0"
16731,"city_103",0.92,"Male","No relevent experience","no_enrollment","","","3","","","never",52,"0"
31223,"city_115",0.789,"Female","No relevent experience","Full time course","Graduate","STEM","3","","","never",16,"1"
22644,"city_21",0.624,"","Has relevent experience","Full time course","Graduate","STEM","11","500-999","Pvt Ltd","3",53,"1"
6036,"city_138",0.836,"","Has relevent experience","no_enrollment","","","20","","","1",105,"0"
33306,"city_50",0.896,"Male","No relevent experience","Full time course","Masters","STEM","10","","","4",34,"1"
21912,"city_7",0.647,"","Has relevent experience","no_enrollment","Masters","STEM","4","","","never",59,"0"
18433,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","1000-4999","Pvt Ltd","2",65,"0"
21874,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","1","","","never",30,"1"
11256,"city_175",0.776,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","1000-4999","Pvt Ltd",">4",81,"0"
4921,"city_103",0.92,"","No relevent experience","no_enrollment","High School","","6","","","never",28,"0"
6965,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","","","1",68,"0"
33298,"city_44",0.725,"Male","No relevent experience","no_enrollment","Masters","STEM",">20","<10","Pvt Ltd",">4",106,"0"
12354,"city_103",0.92,"","No relevent experience","Full time course","Masters","STEM","7","","","2",61,"0"
19697,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","<1","10000+","Pvt Ltd","1",25,"1"
18253,"city_36",0.893,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","100-500","Pvt Ltd",">4",33,"0"
31094,"city_138",0.836,"Male","Has relevent experience","Full time course","Graduate","STEM","3","","","2",11,"0"
12828,"city_114",0.926,"Male","No relevent experience","Part time course","Masters","STEM","13","50-99","Public Sector","never",52,"0"
20375,"city_21",0.624,"","Has relevent experience","no_enrollment","Masters","STEM","5","Oct-49","Funded Startup","1",57,"1"
18444,"city_114",0.926,"","No relevent experience","Full time course","High School","","4","","","",4,"0"
2126,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Primary School","","14","100-500","Funded Startup","1",36,"0"
8764,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","100-500","Funded Startup","1",24,"0"
21368,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","6","100-500","Funded Startup","1",17,"1"
4314,"city_61",0.913,"Male","Has relevent experience","no_enrollment","High School","","2","5000-9999","Public Sector","2",82,"0"
9127,"city_136",0.897,"","Has relevent experience","Full time course","Graduate","STEM","1","500-999","Pvt Ltd","1",100,"0"
17195,"city_45",0.89,"","No relevent experience","no_enrollment","Masters","Humanities","4","10000+","","1",12,"0"
14604,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","","","2",16,"1"
20470,"city_114",0.926,"","No relevent experience","no_enrollment","Phd","STEM",">20","10000+","Pvt Ltd",">4",18,"1"
11725,"city_104",0.924,"","Has relevent experience","Full time course","Graduate","STEM","11","50-99","Pvt Ltd","4",10,"0"
9832,"city_114",0.926,"","Has relevent experience","no_enrollment","Masters","STEM",">20","","",">4",110,"0"
13908,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","","",">4",76,"1"
359,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10000+","Pvt Ltd",">4",135,"1"
28404,"city_16",0.91,"Male","No relevent experience","no_enrollment","Graduate","Arts","2","","","2",28,"0"
13483,"city_16",0.91,"Male","No relevent experience","no_enrollment","Graduate","Humanities","7","","","2",56,"0"
21093,"city_91",0.691,"Female","No relevent experience","","Graduate","STEM","<1","","","never",18,"1"
7643,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","Humanities","3","","","2",72,"1"
1241,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",78,"0"
22349,"city_76",0.698,"","Has relevent experience","no_enrollment","Masters","STEM",">20","Oct-49","Pvt Ltd","",10,"0"
27253,"city_27",0.848,"Male","No relevent experience","no_enrollment","Graduate","No Major","1","","","1",290,"0"
15698,"city_114",0.926,"","Has relevent experience","","Masters","STEM",">20","50-99","Pvt Ltd",">4",35,"0"
32544,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",96,"0"
3557,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","No Major","1","","Pvt Ltd","never",15,"1"
15394,"city_103",0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM","5","","","2",121,"1"
5570,"city_155",0.556,"Male","Has relevent experience","Full time course","Graduate","STEM","6","50-99","Pvt Ltd","1",32,"1"
20046,"city_21",0.624,"Female","No relevent experience","Full time course","Graduate","STEM","2","","","",9,"0"
48,"city_23",0.899,"","Has relevent experience","no_enrollment","Graduate","STEM","2","","Pvt Ltd","1",37,"0"
28472,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","100-500","Pvt Ltd","2",124,"0"
27808,"city_41",0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","1",72,"0"
4556,"city_21",0.624,"","No relevent experience","Full time course","High School","","2","","","",107,"0"
27728,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Public Sector",">4",7,"0"
16478,"city_114",0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM","2","100-500","Pvt Ltd","1",46,"0"
10441,"city_99",0.915,"Female","Has relevent experience","no_enrollment","Phd","STEM",">20","1000-4999","Public Sector","never",110,"0"
32687,"city_42",0.563,"","Has relevent experience","Full time course","Phd","STEM","<1","","","",43,"1"
5103,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Public Sector","1",108,"0"
8628,"city_84",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","500-999","Pvt Ltd","1",131,"0"
11623,"city_21",0.624,"Female","Has relevent experience","Full time course","Graduate","STEM","<1","Oct-49","Pvt Ltd","1",68,"1"
27457,"city_83",0.923,"","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd",">4",83,"0"
10496,"city_65",0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","","","1",27,"1"
23697,"city_149",0.689,"","No relevent experience","no_enrollment","High School","","12","","","never",41,"0"
6814,"city_21",0.624,"","No relevent experience","Part time course","Graduate","Other","5","Oct-49","Funded Startup","3",37,"0"
3475,"city_103",0.92,"Male","Has relevent experience","no_enrollment","","",">20","100-500","Pvt Ltd","1",130,"0"
15220,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","1000-4999","Public Sector",">4",92,"0"
28376,"city_65",0.802,"Female","Has relevent experience","no_enrollment","Masters","STEM","12","","","1",88,"0"
6269,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Phd","Humanities",">20","","",">4",160,"0"
6680,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","2","50-99","Pvt Ltd","",10,"0"
19787,"city_21",0.624,"","Has relevent experience","","Graduate","STEM","4","100-500","Pvt Ltd","3",11,"0"
2598,"city_9",0.743,"Male","Has relevent experience","Part time course","Masters","STEM","11","100-500","Pvt Ltd","2",46,"0"
14729,"city_16",0.91,"Female","No relevent experience","Full time course","High School","","2","","","1",5,"0"
